,CAS_No,SupplementalRecordUI,Agent,Year,Month,Day,Note,Frequency,DescriptorUI,Source,ConceptUI,RegistryNumber,TermUI,ThesaurusID,QualifierUI,PreviousIndexing,CASN1Name,Concept1UI,Concept2UI,DataSource,FileLocator,NameOfSubstance,Synonyms,RelatedRegistryNumber,ClassificationCode,MolecularFormula,DescriptorName,OtherRegistryNumber,FormulaFragment,SuperListName,SuperlistClassCode,InternetLocator,SuperlistLocator,MixtureName,GroupNo,Volume,id
3158,70592802,,"Amines, C10-16-alkyldimethyl, N-oxides (CA INDEX NAME)||Amine oxides, C10-16-alkyldimethyl",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,000439
3159,70630170,,"Alanine, N-(2,6-dimethylphenyl)-N-(methoxyacetyl)-, methyl ester (CAS NAME)|Metalaxyl-M (ISO)||Metalaxyl|Metalaxyl|Metalaxyl|Mefenoxam|CGA-329351",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,113502
3160,707504794,,"Alkyl*-N,N-bis(2-hydroxyethyl)methyl ammonium chloride *(53% C12, 19% C14, 8.5% C16, 7.0% C8, 6.5% C10, 6.0% C18)||Disinfectant for Mortuary Use (Use 3 code nos. 043004, 169140 and 169141)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,169141
3161,7076246,,"Bis(3,4-(methylenedioxy)phenyl)-3,7-dioxabicyclo(3.3.0)octane|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,298400
3162,7076633,,"Tricopper dichloride dimethyldithiocarbamate||Cuprobam|Copper, (dimethyldithiocarbamato)-, compd. with CuCl (1:2)|Carbamodithioic acid, dimethyl-, copper complex",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,483300
3163,7082997,,Chlorobenzyl-p-chlorophenyl sulfone|Chlorbenside sulfone||Chloro-4-(((4-chlorophenyl)methyl)sulfonyl)benzene,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,017402
3164,7085190,,"Methyl-4-chlorophenoxy)propionic acid|Mecoprop||Chloro-2-methylphenoxy)propionic acid|Chloro-o-tolyloxy)propionic acid|Propanoic acid, 2-(4-chloro-2-methylphenoxy)-, (.+-.)-|Propionic acid, 2-((4-chloro-o-tolyl)oxy)-|Methyl-4-chlorophenoxy)propionic acid|Chloro-2-methylphenoxy)propionic acid|Propionic acid, 2-(2-methyl-4-chlorophenoxy)-|Propionic acid, 2-(4-chloro-2-methylphenoxy)-|Chloro-o-tolyloxy)propionic acid|Methyl-4-chlorophenoxy)propanoic acid|Chloro-2-methylphenoxy)propanoic acid|Chlorophenoxy)-2-methyl)propionic acid|Methyl-4-chlorophenoxy-alpha-propionic acid|Chloro-2-methylphenoxy-alpha-propionic acid|MCPP|CMPP|MCPP, acid|Anicon B|BH Mecoprop|Chipco Turf Herbicide MCPP|Compitox|Hedonal MCPP|Iso-Cornox|Kilprop|Liranox|Mecomex|Mepro|Methoxone|Propal|Proponex-Plus|Rankotex|Runcatex|RD 4593|KV-Fluid|Vi-Par (mixt. MCPP + 2,4-D)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,031501
3165,70892103,,"Fuel oil, no. 1|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,063511
3166,70901121,,"Glycine, N-(phosphonomethyl)- potassium salt (CAS NAME)||Potassium glyphosate|Potassium salt of glyphosate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,103613
3167,7091578,,Quinolinol benzoate|Hydroxyquinoline benzoate|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,059801
3168,70955134,,"Methyl alkyl*) dimethylamine *(66% C12, 34% C14)||C13-15-alkyldimethylamines|Amines, C13-15-alkyldimethyl|ADMA 24, component of (with 222100 and 222200)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,222300
3169,7097601,,"Tetraglycine hydroperiodide||Glycine, hydriodide (4:1), compd. with iodine (4:5)|Glycine, compd. with hydriodic acid and iodine (16:4:5)|Iodine, compd. with glycine and hydriodic acid (5:16:4)|Potable - Aqua Tablets",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,046923
3170,7099436,,"5,6-Cyclopenteno-1,2-benzanthracene",2010,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,92,
3171,709988,,"Dichloropropionanilide|Propanil||Dichlorophenyl)propanamide|Propionanilide, 3,4-dichloro-|Propanamide, N-(3,4-dichlorophenyl)-|Rogue|Stam|Farmco|Erban|Chem-Rice|Prop-Job|Drexel|FW-734|Propanil|Propanilo|S 10165|Surpur|Propanex|Stam M-4|Stam f-34|Rosanil|Riselect|Supernox|Strel|Stampede|Bay 30130|Surcopur",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,028201
3172,71011240,,"Alkyl* dimethyl benzyl ammonium bentonite *(as in fatty acids of tallow)||Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, chlorides, cmpds. with bentonite",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,169112
3173,71203195,,"Dihydro-3,6-pyridazinedione, choline salt|Maleic hydrazide, choline salt||Ethanaminium, 2-hydroxy-N,N,N-trimethyl-, compd. with 1,2-dihydro-3,6-prridazinedione (1:1)|Pyridazinedione, 1,2-dihydro-, compd. with 2-hydroxy-N,N,N-trimethylethanamine (1:1)|Choline maleic hydrazide",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,051504
3174,7122045,,"Dimethyl-1,3-dioxolan-2-yl)phenyl-N-methylcarbamate||Phenol, 2-(4,5-dimethyl-1,3-dioxolan-2-yl)-, methylcarbamate|Carbamic acid, methyl-, o-(4,5-dimethyl-1,3-dioxolan-2-yl)phenyl ester|Dimethyl-1,3-dioxolan-2-yl)phenyl methylcarbamate|Saprecon C|C 10015",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,392110
3175,7122647,,"Tetrachlorobenzoic acid, dimethylamine salt||Benzoic acid, 2,3,5,6-tetrachloro-, compd. with N-methylmethanamine (1:1)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,017306
3176,71238,,Propyl alcohol||Propanol|Propanol|Propanol,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,047502
3177,71267226,,<i>N</i>-Nitrosoanatabine (NAT),2007,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"37, Sup 7, 89",
3178,712685,,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole",1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"7, Sup 7",
3179,71283802,,"Propanoic acid, 2-4-(6-chloro-2-benzoxazolyl)oxyphenoxy-, ethyl ester, (R)-|Fenoxaprop-p-Ethyl||Fenoxaprop-p ethyl ester|Ethyl 2-(4-((6-chloro-2-benzoxazolyl)oxy)phenoxy)propanoate|Fenoxaprop-p-ethyl Technical",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,129092
3180,71317732,,"Hexadecadienal, (Z,Z)- (9CI) (CA INDEX NAME)|Navel orangeworm pheromone||Paramount puffer now",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,000711
3181,71422678,,"Chloro-5-trifluoromethyl-2-pyridinyl-oxy)-3,5-dichloro-phenyl-aminocarbonyl-2,6-difluorobenzamide||Benzamide, N-3,5-dichloro-4-3-chloro-5-(trifluoromethyl)-2-pyridinyloxyphenylaminocarbonyl-2,6-difluoro- (9CI) (CA INDEX NAME)|CGA 112913|IKI 7899",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,108202
3182,71432,,"Benzene, Benzene||Benzol|Cyclohexatriene, Benzene (as impurity only; no longer cleared as inert)|",In prep.,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip, PPIS/chemname.zip",,,,,,,,,,,,,,,1,"29, Sup 7. 100F, 120","008801, 600019"
3183,7149793,,"Chloro-4-methylphenyl)acetamide||Chloro-p-acetotoluidide|Chloro-4-acetotoluidide|Acetamide, N-(3-chloro-4-methylphenyl)-|Acetotoluidide, 3-chloro-|Chloro-p-acetotoluidide|Chloro-4-methylacetanilide|Chloro-p-acetotoluidide|Acetylamino)-2-chlorotoluene|CAT|DRC 2698|PRC-698",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,020921
3184,71526073,,Dichloroacetyl)-1-oxa-4-azaspiro(4.5)decane (NOT an a.i.)|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,600046
3185,7152809,,"Dimethylamino)thiocyanobenzene||Aniline, N,N,-dimethyl-p-thiocyanato-|Dimethylamino)phenylthiocyanate|Dimethylaminorhodanbenzol|Dimethylaminothiocyanobenzene|Thiocyanic acid, p-dimethylaminophenyl ester|Thiocyano-N,N-dimethylaniline|RP 2929|Defoliant 2929 RP",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,359600
3186,71556,,"1,1,1-Trichloroethane, Trichloroethane||Ethane, 1,1,1-trichloro-|Methyl chloroform",1999,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"20, Sup 7, 71",081201
3187,71589,,Medroxyprogesterone acetate,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"21, Sup 7",
3188,7159344,,"Chloro-6-methoxy-4-(trichloromethyl)pyridine|Pyroxychlor (ANSI)||Pyridine, 2-chloro-6-methoxy-4-(trichloromethyl)-|Nurelle|Dowco 269|Lorvek|M 4109",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,295100
3189,7159991,,"Dimethyl-3-(a,a,a-trifluoro-p-tolyl)urea|Parafluron||Parafluoron|Urea, N,N-dimethyl-N-(4-(trifluoromethyl)phenyl)-|Urea, 1,1-dimethyl-3-(alpha,alpha,alpha-trifluoro-p-tolyl)-|Trifluoromethylphenyl)-N,N-dimethylurea",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,035510
3190,71626114,,"Dimethylphenyl)-N-(phenylacetyl)-DL-alanine, Methyl ester||Benalaxyl|DL-Alanine, N-(2,6-methylphenyl)-N-(phenylacetyl)-methyl ester|Galben|Farmoplant)|Tairel",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,127001
3191,7166190,,"Bromo-beta-nitrostyrene||Benzene, (2-bromo-2-nitroethenyl)-|Slimitrole|Giv-gard BNS|Giv-cide BNS|GIV 2-0820|C-6023|Slime-trol",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,101401
3192,7173515,,"Didecyl dimethyl ammonium chloride||Decanaminium, N-decyl-N,N-dimethyl-, chloride|Ammonium, didecyldimethyl-, chloride (8CI)|Arquad 10|Bardac 22 (also 2250, 2280)|BTC 1010|Quaternium 12|BTC 885, component of (with 069105, 069165, 069166)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069149
3193,71751412,,Avermectin B1|Abamectin (ANSI)||Avermectin B1a - Avermectin B1b mixt.|MK 936|L 676|Affirm|Avid,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,122804
3194,71786602221218,,"Alkyl*-N,N-bis(2-hydroxyethyl)amine *(100% C12-C18)|Ethanol, 2,2-iminobis, N-C12-18-alkyl derivs.||Bis(2-hydroxyethyl) alkyl* amine *(100% C12-C16)|Adocide",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,067320
3195,7179502,,Calcium oxytetracycline|,,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,006321
3196,71820387,,"Alkyl* methyl isoquinolinium chloride *(55%C14, 12%C12, 17%C16, 3%C18)||Isoquinolinium compounds, 2-C12-18-alkyl, chlorides",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069116
3197,719960,,"Dichlorofluoromethyl)thio)phthalimide|Fluorofolpet||Isoindole-1,3(2H)-dione, 2-((dichlorofluoromethyl)thio)-|Phthalimide, N-((dichlorofluoromethyl)thio)-|Preventol A3",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,309300
3198,7212444,,"Trimethyl-1,6,10-dodecatrien-3-ol|Nerolidol||Dodecatrien-3-ol, 3,7,11-trimethyl-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128911
3199,72140,,"Sulfathiazole||Amino-N-2-thiazolylbenzenesulfonamide|Benzenesulfonamide, 4-amino-N-2-thiazolyl-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,077903
3200,7219785,,"Mazidox||Tetramethylphosphorodiamidic azide|Phosphorodiamidic azide, tetramethyl-|Bis(dimethylamino)azidophosphine oxide",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,442300
3201,7220793,,Methylene blue,2016,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,108,
3202,72208,,"Endrin, Hexachloroepoxyoctahydro-endo,endo-dimethanonaphthalene|Endrin||Dimethanonaphth(2,3-b)oxirane, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1a.alpha.,2.beta.,3.alpha.,6.alpha.,6a.beta.,7.beta.,7a.alpha.)- (9CI)|Hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene (*) = (1R,4S,5R,8S)-1,2,3,4,10,10|ENT-17251|Endrex|Hexadrin",1987,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"5, Sup 7",041601
3203,722162182214,"C008786, C008826, C008801, C028246, C008796, C008878","oxazepam acetate, 2-one-2-(14)C-labeled cpd, oxazepam acetate, (+,-)-isomer, ""3,5,5,O-3,5-pentamethyl-2-deoxydihydrouridine"", phosphatidylkojibiosyl diglyceride, Cysteine, phenacid, Glycolipids, ""2-deoxy-3,5,5,O-3,5-pentamethyldihydrouridine"", analogs & derivatives, phosphatidylkojibiosyl diacylglycerol, peptide PV, Phosphatidylglycerols, S-pentyl-L-cysteine, oxazepam 3-acetate, Peptides, Cyclic, Nitrogen Mustard Compounds, oxazepam acetate, (R)-(-)-isomer, oxazepam acetate, (S)-(+)-isomer, rac-OXA, oxazepam acetate, Deoxyuridine, oxazepam-3-acetate","2001, 1974, 1975, 1990, 1999, 1972, 2016","01, 08, 02","18, 01, 05, 12, 22","RN given refers to cpd without isomeric designation\\n  , RN given refers to parent cpd; structure\\n  , structure\\n  ","17, 7, 1, 0","D003545, D010076, *D010715, *D006017, D003857, *D010456, *D009588","J Gen Physiol 63(4):492;1974, Biofizika 24(2):230;1979, Biochem Biophys Res Commun 1980;97(1):1, J Biol Chem 250(2):702;1975, Steroids 19(6):771;1972, Xenobiotica 3(4):207;1973, Biochim Biophys Acta 331(2):147;1973","M0317677, M0052953, M0052966, M0052954, M0317678, M0053015, M0317680, M0052971, M0091091, M0317679, M0053107","68399-23-5, 72216-21-8, 38249-87-5, 68374-72-1, 4080-25-5, 10477-72-2, 611V4315UA, 68399-22-4, 0","T347679, T143569, T121093, T082974, T347680, T082957, T083110, T121094, T347678, T121091, T082969, T083109, T082956, T347677, T121092","NLM (1981), NLM (1975), INN (19XX), NLM (1983), FDA SRS (2015), NLM (1974)",*Q000031,"*DEOXYURIDINE (74-75), DISACCHARIDES (75-76), PHENYLACETATES (72-82), *CYSTEINE (74-75), METHYL ETHERS (74-75), DIGLYCERIDES (75-76), IMINES (74-82), *PHOSPHOLIPIDS (75-76)","""ethyl 4,4-dichlorobenzilate"", Cyclic(D-prolyl-D-valyl-L-prolyl-L-valyl-D-prolyl-D-valyl-L-prolyl-L-valyl-D-prolyl-D-valyl-L-prolyl-L-valyl)","M0091091, M0052954, M0064874","M0317677, M0052953, M0312874, M0317678, M0317680, M0317679",MeSHSupplemental.xml,,,,,,,,,,,,,,,,,
3204,72269488,,"Tridecen-l-yl acetate||Tridecenyl acetate (121902+121901)|Tomato pinworm pheromone, component of (with 121901)|Nomate TPW spiral (121902+121901)",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,121902
3205,72333,,"Methoxy-19-nor-17-alpha-pregna-1,3,5(10)-trien-20-yn-17-ol|Mestranol|",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,115401
3206,723466,,Sulfamethoxazole,2001,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,"Sup 7, 79",
3207,72348926,,"Diethyl S-carbomethoxymethyl phosphorothioate|Azethion||Phosphorothioic acid, O,O-diethyl S-carbomethoxymethyl ester|Mercaptoacetic acid, methyl ester, S-ester with O,O-diethyl phosphorothioate|Methyl ((diethoxyphosphinyl)thio)acetate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,334403
3208,72435,,"Methoxychlor, Methoxychlor ( 2,2-bis(p-methoxyphenyl)-1,1,1-trichloroethane )|Methoxychlor||Methoxyphenyl)-1,1,1-trichloroethane|Bis(p-methoxyphenyl)-1,1,1-trichloroethane 88% and related compounds 12%|Benzene, 1,1-(2,2,2-trichloroethylidene)bis(4-methoxy)-|Dimethoxydiphenyl)trichloroethane|DMDT|Dianisyl trichloroethane|Dimethoxydiphenyltrichloroethane|Trichloro-2,2-bis(p-anisyl)ethane|Bis(p-anisyl)-1,1,1-trichloroethane|Marlate|ENT 1716|Chemform Methoxychlor|Methoxcide|NCI-C00497|OMS-466",1987,,,,,,,,,,,,,,,,"List_of_Classifications.xls, PPIS/chemname.zip",,,,,,,,,,,,,,,3,"20, Sup 7",034001
3209,72542564,,"Dimethylethyl)(5,5-dimethyl-2-thioxo-1,3,2-dioxaphosphorinan-2-yl)aminothiomethylaminocarbonyloxyethanimidothoic acid, methyl ester (**)=N-(1,1||Methyl N-((1,1-dimethylethyl(5,5-dimethyl-2-thioxo-1,3,2- dioxaphosphorinan-2-yl)aminothiomethylaminocarbonylethanimidothioate|Dioxaphosphorinane, ethanimidiothioic acid deriv.|Ethanimidothioic acid, N-((((((5,5-dimethyl-1,3,2-dioxaphosphorinan-2-yl)(1,1-dimethylethyl)amino)thio)methylamino)carbonyl)oxy)-, methyl ester, P-sulfide|U 56295",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,124701
3210,72548,,"Dichloro diphenyl dichlorethane|TDE||Dichloro-2,2-bis(p-chlorophenyl)ethane|DDD|Rhothane",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,029101
3211,72560,,"Diethyl diphenyl dichloroethane and related compounds|Ethylan||Dichloro-2,2-bis(p-ethylphenyl)ethane and related compounds|Bis(p-ethylphenyl)-2,2-dichloroethane|Ethane, 1,1-dichloro-2,2-bis(p-ethylphenyl)-|Benzene, 1,1-(2,2-dichloroethylidene)bis(4-ethyl-|Perthane|ENT 17082",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,032101
3212,72571,,Trypan blue,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,2B,"8, Sup 7",
3213,7257412,,"Dinitro-o-cymen-3-ol|Dinoprop||Isopropyl-3-methyl-4,6-dinitrophenol",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,319300
3214,7281041,,"Dodecyl dimethyl benzyl ammonium bromide||Dimethyl benzyl lauryl ammonium bromide|Benzenemethanaminium, N-dodecyl-N,N-dimethyl-, bromide|C12-alkylbenzyldinethylammonium bromide|Dodecyl-N,N-dimethylbenzenemethanaminium bromide",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069123
3215,7283412,,"Thiosalicylic acid||Benzenecarbothioic acid, 2-hydroxy-",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,078903
3216,7286693,,"Butylamino)-4-chloro-6-(ethylamino)-s-triazine|Sebuthylazine||Triazine-2,4-diamine, 6-chloro-N-ethyl-N-(1-methylpropyl)-|Triazine, 2-(sec-butylamino)-4-chloro-6-(ethylamino)-|GS 13508|GS 13528",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,225200
3217,7286842,,"Methyl 3-amino-2,5-dichlorobenzoate|Methyl chloramben||Amino-2,5-dichlorobenzoic acid, methyl ester|Chloramben, methyl ester|Amiben, methyl ester|Amchem 65-81-B",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,029905
3218,7287196,,"Bis(isopropylamino)-6-(methylthio)-s-triazine|Prometryn (ANSI)||Prometryne|Triazine-2,4-diamine, N,N-bis(1-methylethyl)-6-(methylthio)-|Triazine, 2,4-bis(isopropylamino)-6-(methylthio)-|Caparol|Gesagard|Primatol Q|G 34161",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,080805
3219,7287367,,"Chloro-2,2-dimethylvaleranilide|Monalide||Valeranilide, 4-chloro-2,2-dimethyl-|Chlorophenyl)-2,2-dimethylpentanamide|Chlorophenyl)-2,2-dimethylvaleramide|Pentanamide, N-(4-chlorophenyl)-2,2-dimethyl-|GS 17269|D-90-A|Potablan (herbicide)|Schering 35830|SN-35830",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,288400
3220,72915823,,"Copper isononanoate||Isononanoic acid, copper(2+) salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,041211
3221,73049759,,"Dialkyl* methyl benzyl ammonium chloride *(60% C14, 30% C16, 5% C18, 5% C12)||Quaternary ammonium compounds, benzyldi-C12-18-alkylmethyl, chlorides|Di-C12-18-alkyl methyl benzyl ammonium chloride",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,069119
3222,731271,,"Dichlofluanid-methyl|Tolylfluanid||Dichlorofluoromethyl)thio)-N,N-dimethyl-N-4-tolylsulfamide|Methanesulfenamide, 1,1-dichloro-N-((dimethylamino)sulfonyl)-1-fluoro-N-(4-methylphenyl)-|Euparen M|Bay 5212|Bay 49854",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,309200
3223,7320345,,"Tetrapotassium pyrophosphate||Diphosphoric acid, tetrapotassium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,076408
3224,732116,,"Mercaptomethyl)phthalimide S-(O,O-dimethyl phosphorodithioate)|Phosmet||Dimethyl S-(phthalimidomethyl) phosphorodithioate|Dimethyl phosphorodithioate S-ester with N-(mercaptomethyl)phthalimide|Phosphorodithioic acid, O,O-dimethyl ester, S-ester with N-(mercaptomet hyl)phthalimide|Dimethylphthalimidiomethyl dithiophosphate|Phosphorodithioic acid, S-((1,3-dihydro-1,3-dioxo-isoindol-2-yl)methyl O,O-dimethyl ester|Phthalimide, N-(mercaptomethyl)-, S-ester with O,O-dimethyl phosphorodithioate|Phthalimidomethyl O,O-dimethyl phosphorodithioate|PMP|Imidan|Prolate|Phthalophos|Appa|Kemolate|R-1504|Decemthion|Decemthion P-6|ENT-25,705|Ftalophos|Percolate|Smidan|Stauffer R-1504",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,059201
3225,73398648,,"Dialkyl* dimethyl ammonium chloride *(47%C12, 18%C14, 10%C18, 9%C10, 8%C16, 8%C8)||Quaternary ammonium compounds, di-C8-18-alkyldimethyl, chlorides|Di-C8-18-alkyl dimethyl ammonium chloride|Arquad 2C, Dialkyl* dimethyl ammonium chloride *(48% C12, 17% C14, 10% C18, 9% C16, 8% C8, 7% C10, 1% C6)||Di-C8-18-alkyldimethyl quaternary ammonium compounds, chlorides",,,,,,,,,,,,,,,,,"PPIS/chemname.zip, PPIS/chemname.zip",,,,,,,,,,,,,,,,,"069136, 169136"
3226,7345699,,"Sodium tetrathiocarbonate||Tetrathiocarbonic acid, sodium salt|Tetrathioperoxycarbonic acid, disodium salt|Peroxycarbonic acid, tetrathio-, disodium salt|Enzone",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,128904
3227,73459037,,5-Methylangelicin plus ultraviolet A radiation,1987,,,,,,,,,,,,,,,,List_of_Classifications.xls,,,,,,,,,,,,,,,3,Sup 7,
3228,7359559,,"Zinophos, o-analog (from tolerance)||Diethyl O-2-pyrazinyl phosphate",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,032402
3229,7374472,,"Silvex*, Ethanolamine salt *(2-(2,4,5-trichlorophenoxy)propionic acid)|Silvex, ethanolamine salt||Trichlorophenoxy)propionic acid = silvex, ethanolamine salt of",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,082521
3230,7379262,,"Ammonium ethylenediaminetetraacetate|EDTA ammonium salt||Ethylenediaminetetraacetic acid, ammonium salt|Ethylenedinitrilo)tetraacetic acid, ammonium salt|Ethanediylbis(N-(carboxymethyl)glycine) ammonium salt|Ethylenediaminetetraacetic acid, monoammonium salt (CAS 2554-05-4)|Ethylenediaminetetraacetic acid, diammonium salt (CAS 20824-56-0)|Ethylenediaminetetraacetic acid, triammonium salt (CAS 15934-01-7)|Glycine, N,N-1,2-ethanediylbis(N-(carboxymethyl)-, ammonium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,039117
3231,7379273,,"Potassium ethylenediaminetetraacetate|EDTA momopotassium salt||Monopotassium ethylenediaminetetraacetate (CAS 53404-51-6)|Ethylenedinitrilo)tetraacetic acid, potassium salt|Ethylenediaminetetraacetic acid, potassium salt|Ethylenediaminetetraacetic acid, monopotassium salt (CAS 53404-51-6)|Glycine, N,N-1,2-ethanediylbis(N-(carboxymethyl)-, potassium salt",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,039111
3232,7379513,,"Methylthio)-3,5-xylenol||Methylmercapto)-3,5-xylenol|Dimethyl-4-(methylthio)phenol|Phenol, 3,5-dimethyl-4-(methylthio)-|Bayer 37344 phenol|Phenol of Bayer 37344",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,206400
3233,74051802,,"Ethoxyimino)butyl)-5-(2-(ethylthio)propyl)-3-hydroxy-2-cyclohexen-1-one|Sethoxydim||Cyethoxydim|Cyclohexen-1-one, 2-(1-(ethoxyimino)butyl-5-(2-(ethylthio)propyl)-3-hydroxy-|Poast|Nabu|Alloxol S|Bas 9052|NP 55|Aljaden|Checkmate|Expand|Fervinal|Tritex-Extra",,,,,,,,,,,,,,,,,PPIS/chemname.zip,,,,,,,,,,,,,,,,,121001
